Illinois
1997
"Taft, J. B., Wilhelm, G. S., Ladd, D. M., & Masters, L. A. 1997. Floristic quality assessment for vegetation in Illinois, a method for assessing vegetation integrity. Westville: Illinois Native Plant Society."
"Illinois  , 1997"

"Total Species:",3040
"Native Species:",2084
"Non-native Species:",956
"Total Mean C:",4.4
"Native Mean C:",6.4

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Dicliptera brachiata",,DICBRA,native,10,-3,forb,annual,"bracted water willow"
"Didiplis diandra",,DIDDIA,native,6,-5,forb,perennial,"water purslane"
"Diervilla lonicera",,DIELON,native,9,5,shrub,perennial,"dwarf honeysuckle"
"Digitaria ciliaris",,DIGCIL,non-native,0,3,grass,annual,"ciliate crab grass"
"Digitaria filiformis",,DIGFIL,native,4,5,grass,annual,"slender crab grass"
"Digitaria ischaemum",,DIGISC,non-native,0,3,grass,annual,"smooth crab grass"
"Digitaria sanguinalis",,DIGSAN,non-native,0,3,grass,annual,"hairy crab grass"
"Digitaria villosa",,DIGVIL,native,4,5,grass,annual,"hairy finger grass"
"Diodia teres",,DIOTER,native,2,3,forb,annual,buttonweed
"Diodia virginiana",,DIOVIG,native,4,-3,forb,perennial,"large buttonweed"
"Dioscorea batatas",,DIOBAT,non-native,0,4,vine,perennial,"chinese yam"
"Dioscorea quaternata",,DIOQUA,native,5,3,vine,perennial,"wild yam"
"Dioscorea villosa",,DIOVIL,native,4,1,vine,perennial,"wild yam"
"Diospyros virginiana",,DIOVIN,native,2,0,tree,perennial,persimmon
"Diplotaxis muralis",,DIPMUR,non-native,0,5,forb,annual,"wall rocket"
"Diplotaxis tenuifolia",,DIPTEN,non-native,0,5,shrub,perennial,"sand rocket"
"Dipsacus laciniatus",,DIPLAC,non-native,0,5,forb,biennial,"cut-leaved teasel"
"Dipsacus sylvestris",,DIPSYL,non-native,0,5,forb,biennial,"common teasel"
"Dirca palustris",,DIRPAL,native,8,0,shrub,perennial,leatherwood
"Distichlis stricta",,DISSTR,non-native,0,5,grass,perennial,"inland salt grass"
"Dodecatheon amethystinum",,DODAME,native,9,5,forb,perennial,"jeweled shooting star"
"Dodecatheon frenchii",,DODFRE,native,10,5,forb,perennial,"frenchs shooting star"
"Dodecatheon meadia",,DODMEA,native,6,3,forb,perennial,"shooting star"
"Draba brachycarpa",,DRABRA,native,2,5,forb,annual,"short-fruited whitlow grass"
"Draba cuneifolia",,DRACUN,native,10,5,forb,annual,"wedge-leaved whitlow grass"
"Draba nemorosa",,DRANEM,non-native,0,5,forb,annual,"whitlow grass"
"Draba reptans",,DRAREP,native,3,5,forb,annual,"common whitlow grass"
"Dracocephalum parviflorum",,DRAPAR,non-native,0,3,forb,biennial,"american dragonhead"
"Dracopis amplexicaulis",,DRAAMP,non-native,0,4,forb,annual,"annual black-eyed susan"
"Drosera intermedia",,DROINT,native,10,-5,forb,perennial,"narrow-leaved sundew"
"Drosera rotundifolia",,DROROT,native,10,-5,forb,perennial,"round-leaved sundew"
"Dryopteris carthusiana",,DRYCAR,native,6,5,fern,perennial,"spinulose wood fern"
"Dryopteris celsa",,DRYCEL,native,10,-5,fern,perennial,"log fern"
"Dryopteris cristata",,DRYCRI,native,8,-5,fern,perennial,"crested wood fern"
"Dryopteris filix-mas",,DRYFIL,native,9,5,fern,perennial,"male fern"
"Dryopteris goldiana",,DRYGOL,native,10,0,fern,perennial,"goldie fern"
"Dryopteris intermedia",,DRYINT,native,7,0,fern,perennial,"common wood fern"
"Dryopteris marginalis",,DRYMAR,native,6,3,fern,perennial,"marginal shield fern"
"Dryopteris x boottii",,DRYBOO,native,10,-3,fern,perennial,"bootts wood fern"
"Dryopteris x clintoniana",,DRYCLI,native,10,-4,fern,perennial,"clintons wood fern"
"Dryopteris x neo-wherryi",,DRYNEO,native,10,5,fern,perennial,"hybrid wood fern"
"Dryopteris x triploidea",,DRYTRI,native,10,0,fern,perennial,"wood fern"
"Duchesnea indica",,DUCIND,non-native,0,4,forb,perennial,"indian strawberry"
"Dulichium arundinaceum",,DULARU,native,9,-5,sedge,perennial,"three-way sedge"
"Dyssodia papposa",,DYSPAP,non-native,0,5,forb,annual,"fetid marigold"
"Echinacea pallida",,ECHPAL,native,7,5,forb,perennial,"pale purple coneflower"
"Echinacea purpurea",,ECHPUR,native,6,5,forb,perennial,"broad-leaved purple coneflower"
"Echinochloa colonum",,ECHCOL,non-native,0,-3,grass,annual,"jungle rice"
"Echinochloa crusgalli",,ECHCRU,non-native,0,-3,grass,annual,"barnyard grass"
"Echinochloa muricata",,ECHMUR,native,0,-5,grass,annual,"spiny barnyard grass"
"Echinochloa walteri",,ECHWAL,native,5,-5,grass,annual,"salt-marsh cockspur grass"
"Echinocystis lobata",,ECHLOB,native,4,-2,vine,perennial,"wild cucumber"
"Echinodorus berteroi v. lanceolatus",,ECHBER,native,6,-5,forb,perennial,"lance-leaved burhead"
"Echinodorus cordifolius",,ECHCOR,native,6,-5,forb,perennial,"creeping burhead"
"Echinodorus tenellus v. parvulus",,ECHTEN,native,10,-5,forb,perennial,"small burhead"
"Echinops sphaerocephalus",,ECHSPH,non-native,0,5,forb,perennial,"globe thistle"
"Echium vulgare",,ECHVUL,non-native,0,5,forb,biennial,"vipers bugloss"
"Eclipta prostrata",,ECLPRO,native,2,-3,forb,annual,"yerba de tajo"
"Egeria densa",,EGEDEN,non-native,0,-5,forb,perennial,"giant waterweed"
"Elaeagnus angustifolia",,ELAANG,non-native,0,4,shrub,perennial,"russian olive"
"Elaeagnus multiflora",,ELAMUL,non-native,0,5,shrub,perennial,oleaster
"Elaeagnus umbellata",,ELAUMB,non-native,0,5,shrub,perennial,"autumn olive"
"Elatine brachysperma",,ELABRA,native,10,-3,forb,annual,waterwort
"Eleocharis acicularis",,ELEACI,native,3,-5,sedge,perennial,"needle spike rush"
"Eleocharis elliptica",,ELEELE,native,8,-5,sedge,perennial,"golden-seeded spike rush"
"Eleocharis elliptica v. compressa",,ELEELC,native,7,-5,sedge,perennial,"flat-stemmed spike rush"
"Eleocharis equisetoides",,ELEEQU,native,10,-5,sedge,perennial,"horsetail spike rush"
"Eleocharis erythropoda",,ELEERY,native,3,-5,sedge,perennial,"red-rooted spike rush"
"Eleocharis geniculata",,ELEGEN,native,10,-3,sedge,annual,"knee spike rush"
"Eleocharis intermedia",,ELEINT,native,7,-3,sedge,annual,"matted spike rush"
"Eleocharis obtusa",,ELEOBT,native,2,-5,sedge,annual,"blunt spike rush"
"Eleocharis olivacea",,ELEOLI,native,10,-5,sedge,perennial,"wrinkle-sheathed spike rush"
"Eleocharis palustris",,ELEPAL,native,8,-5,sedge,perennial,"great spike rush"
"Eleocharis parvula",,ELEPAR,non-native,0,-5,sedge,perennial,"dwarf spike rush"
"Eleocharis pauciflora",,ELEPAU,native,10,-5,sedge,perennial,"matted spike rush"
"Eleocharis quadrangulata",,ELEQUA,native,6,-5,sedge,perennial,"angled spike rush"
"Eleocharis rostellata",,ELEROS,native,10,-5,sedge,perennial,"wicket spike rush"
"Eleocharis smallii",,ELESMA,native,5,-5,sedge,perennial,"marsh spike rush"
"Eleocharis verrucosa",,ELEVER,native,7,-5,sedge,perennial,"slender spike rush"
"Eleocharis wolfii",,ELEWOL,native,9,-5,sedge,perennial,"wolfs spike rush"
"Elephantopus carolinianus",,ELECAR,native,3,1,forb,perennial,"elephants foot"
"Eleusine indica",,ELEIND,non-native,0,3,grass,annual,"crowfoot grass"
"Ellisia nyctelea",,ELLNYC,native,1,-1,forb,annual,"aunt lucy"
"Elodea canadensis",,ELOCAN,native,5,-5,forb,perennial,"common waterweed"
"Elodea nuttallii",,ELONUT,native,6,-5,forb,perennial,"slender waterweed"
"Elymus arenarius",,ELYARE,non-native,0,3,grass,perennial,"lyme grass"
"Elymus canadensis",,ELYCAN,native,4,1,grass,perennial,"canada wild rye"
"Elymus hystrix",,ELYHYS,native,5,5,grass,perennial,"bottlebrush grass"
"Elymus riparius",,ELYRIP,native,6,-3,grass,perennial,"riverbank wild rye"
"Elymus villosus",,ELYVIL,native,4,3,grass,perennial,"silky wild rye"
"Elymus virginicus",,ELYVIR,native,4,-2,grass,perennial,"virginia wild rye"
"Epifagus virginiana",,EPIVIR,native,9,5,forb,perennial,"beech drops"
"Epigaea repens",,EPIREP,native,10,5,forb,perennial,"trailing arbutus"
"Epilobium angustifolium",,EPIANG,native,3,0,forb,perennial,fireweed
"Epilobium ciliatum",,EPICIL,native,6,3,forb,perennial,"northern willow herb"
"Epilobium coloratum",,EPICOL,native,3,-5,forb,perennial,"cinnamon willow herb"
"Epilobium hirsutum",,EPIHIR,non-native,0,-4,forb,perennial,"hairy willow herb"
"Epilobium leptophyllum",,EPILEP,native,9,-5,forb,perennial,"fen willow herb"
"Epilobium strictum",,EPISTR,native,10,-5,forb,perennial,"downy willow herb"
"Epipactis helleborine",,EPIHEL,non-native,0,5,forb,perennial,"helleborine orchid"
"Equisetum arvense",,EQUARV,native,0,0,fern,perennial,"common horsetail"
"Equisetum fluviatile",,EQUFLU,native,7,-5,fern,perennial,pipes
"Equisetum hyemale affine",,EQUHYE,native,2,-2,fern,perennial,"tall scouring rush"
"Equisetum laevigatum",,EQULAE,native,4,-3,fern,perennial,"smooth scouring rush"
"Equisetum palustre",,EQUPAL,native,10,-3,fern,perennial,"marsh horsetail"
"Equisetum pratense",,EQUPRA,native,9,-3,fern,perennial,"meadow horsetail"
"Equisetum scirpoides",,EQUSCI,native,10,-1,fern,perennial,"dwarf scouring rush"
"Equisetum sylvaticum",,EQUSYL,native,10,-3,fern,perennial,"wood horsetail"
"Equisetum variegatum",,EQUVAR,native,8,-3,fern,perennial,"small scouring rush"
"Equisetum x ferrissii",,EQUFER,native,2,-3,fern,perennial,"joliet horsetail"
"Equisetum x litorale",,EQULIT,native,10,-5,fern,perennial,"shoreline horsetail"
"Equisetum x nelsonii",,EQUNEL,native,10,-1,fern,perennial,"nelsons horsetail"
"Equisetum x trachyodon",,EQUTRA,native,10,-4,fern,perennial,"jesups horsetail"
"Eragrostis capillaris",,ERACAP,native,5,-3,grass,annual,"lace grass"
"Eragrostis cilianensis",,ERACIL,non-native,0,3,grass,annual,"stink grass"
"Eragrostis curvula",,ERACUR,non-native,0,0,grass,perennial,"weeping love grass"
"Eragrostis diffusa",,ERADIF,non-native,0,5,grass,annual,"western love grass"
"Eragrostis frankii",,ERAFRA,native,2,-3,grass,annual,"sandbar love grass"
"Eragrostis hirsuta",,ERAHIR,native,5,3,grass,perennial,"hairy love grass"
"Eragrostis hypnoides",,ERAHYP,native,5,-5,grass,annual,"creeping love grass"
"Eragrostis minor",,ERAMIN,non-native,0,5,grass,annual,"lesser love grass"
"Eragrostis neomexicana",,ERANEO,non-native,0,5,grass,annual,"new mexican love grass"
"Eragrostis pectinacea",,ERAPEC,native,0,0,grass,annual,"small love grass"
"Eragrostis pilosa",,ERAPIL,non-native,0,3,grass,annual,"india love grass"
"Eragrostis spectabilis",,ERASPE,native,3,5,grass,perennial,"purple love grass"
"Eragrostis trichodes",,ERATRI,native,5,5,grass,perennial,"ice cream grass"
"Eranthis hyemalis",,ERAHYE,non-native,0,5,forb,perennial,"winter aconite"
"Erechtites hieracifolia",,EREHIE,native,2,3,forb,annual,fireweed
"Erianthus alopecuroides",,ERIALO,native,4,4,grass,perennial,"silver plume grass"
"Erianthus brevibarbis",,ERIBRE,native,10,-5,grass,perennial,"brown plume grass"
"Erianthus ravennae",,ERIRAV,non-native,0,-3,grass,perennial,"plume grass"
"Erigenia bulbosa",,ERIBUL,native,7,5,forb,perennial,"harbinger of spring"
"Erigeron annuus",,ERIANN,native,1,1,forb,biennial,"annual fleabane"
"Erigeron philadelphicus",,ERIPHI,native,3,-3,forb,perennial,"marsh fleabane"
"Erigeron pulchellus",,ERIPUL,native,5,3,forb,perennial,"robins plantain"
"Erigeron strigosus",,ERISTR,native,2,1,forb,perennial,"daisy fleabane"
"Eriochloa contracta",,ERICON,non-native,0,0,grass,annual,"prairie cup grass"
"Eriochloa lemmonii v. gracilis",,ERILEM,non-native,0,-3,grass,annual,"slender cup grass"
"Eriochloa villosa",,ERIVIL,non-native,0,0,grass,annual,"chinese cup grass"
"Eriophila verna",,ERIVEV,non-native,0,5,grass,annual,"mouse-eared whitlow grass"
"Eriophila verna v. praecox",,ERIVEP,non-native,0,5,grass,annual,"mouse-eared whitlow grass"
"Eriophorum angustifolium",,ERIANG,native,10,-5,sedge,perennial,"narrow-leaved cotton grass"
"Eriophorum gracile",,ERIGRA,native,10,-5,sedge,perennial,"slender cotton grass"
"Eriophorum tenellum",,ERITEN,native,10,-5,sedge,perennial,"weak cotton grass"
"Eriophorum virginicum",,ERIVIG,native,10,-5,sedge,perennial,"rusty cotton grass"
"Eriophorum viridi-carinatum",,ERIVID,native,10,-5,sedge,perennial,"tall cotton grass"
"Erodium cicutarium",,EROCIC,non-native,0,5,forb,biennial,storksbill
"Eruca vesicaria",,ERUVES,non-native,0,5,forb,annual,"garden rocket"
"Erucastrum gallicum",,ERUGAL,non-native,0,5,forb,annual,"dog mustard"
"Eryngium prostratum",,ERYPRO,native,5,-5,forb,perennial,eryngo
"Eryngium yuccifolium",,ERYYUC,native,7,-1,forb,perennial,"rattlesnake master"
"Erysimum capitatum",,ERYCAP,native,7,5,forb,biennial,"western wallflower"
"Erysimum cheiranthoides",,ERYCHE,non-native,0,3,forb,annual,"wormseed mustard"
"Erysimum hieracifolium",,ERYHIE,non-native,0,5,forb,perennial,"hawkweed mustard"
"Erysimum inconspicuum",,ERYINC,non-native,0,5,forb,perennial,"small wormseed mustard"
"Erysimum repandum",,ERYREP,non-native,0,5,forb,annual,"treacle mustard"
"Erythronium albidum",,ERYALB,native,4,5,forb,perennial,"white adders tongue"
"Erythronium americanum",,ERYAME,native,7,5,forb,perennial,"yellow adders tongue"
"Erythronium mesochoreum",,ERYMES,native,9,5,forb,perennial,"white dog-tooth violet"
"Eschscholtzia californica",,ESCCAL,non-native,0,5,forb,annual,"california poppy"
"Euonymus alatus",,EUOALA,non-native,0,5,shrub,perennial,"winged euonymus"
"Euonymus americanus",,EUOAME,native,10,1,shrub,perennial,"strawberry bush"
"Euonymus atropurpureus",,EUOATR,native,5,1,shrub,perennial,wahoo
"Euonymus bungeanus",,EUOBUN,non-native,0,5,shrub,perennial,"chinese spindle tree"
"Euonymus europaeus",,EUOEUR,non-native,0,5,shrub,perennial,"european spindle-tree"
"Euonymus fortunei",,EUOFOR,non-native,0,5,shrub,perennial,wintercreeper
"Euonymus hamiltonianus",,EUOHAM,non-native,0,5,shrub,perennial,"japanese spindle tree"
"Euonymus kiautschovicus",,EUOKIA,non-native,0,5,shrub,perennial,"climbing euonymus"
"Euonymus obovatus",,EUOOBO,native,7,5,shrub,perennial,"running strawberry bush"
"Eupatorium altissimum",,EUPALT,native,2,3,forb,perennial,"tall boneset"
"Eupatorium coelestinum",,EUPCOE,native,3,-1,forb,perennial,mistflower
"Eupatorium fistulosum",,EUPFIS,native,7,-5,forb,perennial,"hollow joe pye weed"
"Eupatorium incarnatum",,EUPINC,native,9,0,forb,perennial,thoroughwort
"Eupatorium maculatum",,EUPMAC,native,5,-5,forb,perennial,"spotted joe pye weed"
"Eupatorium perfoliatum",,EUPPER,native,4,-4,forb,perennial,"common boneset"
"Eupatorium purpureum",,EUPPUR,native,5,0,forb,perennial,"purple joe pye weed"
"Eupatorium rugosum",,EUPRUG,native,2,3,forb,perennial,"white snakeroot"
"Eupatorium serotinum",,EUPSER,native,1,-1,forb,perennial,"late boneset"
"Eupatorium sessilifolium",,EUPSES,native,8,5,forb,perennial,"upland boneset"
"Euphorbia commutata",,EUPCOM,native,6,5,forb,perennial,"tinted spurge"
"Euphorbia corollata",,EUPCOR,native,3,5,forb,perennial,"flowering spurge"
"Euphorbia cyparissias",,EUPCYP,non-native,0,5,forb,perennial,"cypress spurge"
"Euphorbia esula",,EUPESU,non-native,0,5,forb,perennial,"leafy spurge"
"Euphorbia helioscopia",,EUPHEL,non-native,0,5,forb,annual,"sun spurge"
"Euphorbia hexagona",,EUPHEX,non-native,0,5,forb,annual,"angled spurge"
"Euphorbia lathyris",,EUPLAT,non-native,0,5,forb,annual,"caper spurge"
"Euphorbia marginata",,EUPMAR,non-native,0,4,forb,annual,snow-on-the-mountain
"Euphorbia obtusata",,EUPOBT,native,5,3,forb,annual,"blunt-leaved spurge"
"Euphorbia peplus",,EUPPEP,non-native,0,5,forb,annual,"petty spurge"
"Euphorbia spathulata",,EUPSPA,native,10,5,forb,annual,spurge
"Euthamia graminifolia",,EUTGRA,native,3,-2,forb,perennial,"grass-leaved goldenrod"
"Euthamia gymnospermoides",,EUTGYM,native,5,-1,forb,perennial,"viscid grass-leaved goldenrod"
"Evolvulus pilosus",,EVOPIL,non-native,0,5,forb,perennial,"ozark morning-glory"
"Fagopyrum esculentum",,FAGESC,non-native,0,5,forb,annual,buckwheat
"Fagus grandifolia",,FAGGRA,native,8,3,tree,perennial,"american beech"
"Falcaria vulgaris",,FALVUL,non-native,0,5,forb,perennial,sickleweed
"Festuca arundinacea",,FESARU,non-native,0,2,grass,perennial,"tall fescue"
"Festuca duriuscula",,FESDUR,non-native,0,5,grass,perennial,"sheep fescue"
"Festuca obtusa",,FESOBT,native,5,2,grass,perennial,"nodding fescue"
"Festuca paradoxa",,FESPAR,native,6,0,grass,perennial,"greater nodding fescue"
"Festuca pratensis",,FESPRA,non-native,0,4,grass,perennial,"meadow fescue"
"Festuca rubra",,FESRUB,non-native,0,1,grass,perennial,"red fescue"
"Festuca tenuifolia",,FESTEN,non-native,0,5,grass,perennial,"slender fescue"
"Filipendula rubra",,FILRUB,native,10,-4,forb,perennial,"queen of the prairie"
"Filipendula ulmaria",,FILULM,non-native,0,5,forb,perennial,"queen of the meadow"
"Fimbristylis annua",,FIMANN,native,6,4,sedge,annual,"baldwins fimbristylis"
"Fimbristylis autumnalis",,FIMAUT,native,6,-4,sedge,annual,"autumn sedge"
"Fimbristylis puberula v. drummondii",,FIMPUB,native,9,5,sedge,perennial,"chestnut sedge"
"Fimbristylis vahlii",,FIMVAH,native,9,-5,sedge,annual,"vahls fimbristylis"
"Floerkea proserpinacoides",,FLOPRO,native,7,-1,forb,annual,"false mermaid"
"Foeniculum vulgare",,FOEVUL,non-native,0,5,forb,perennial,fennel
"Forestiera acuminata",,FORACU,native,6,-5,tree,perennial,"swamp privet"
"Fragaria americana",,FRAAMR,native,8,5,forb,perennial,"hillside strawberry"
"Fragaria vesca",,FRAVES,non-native,0,5,forb,perennial,strawberry
"Fragaria virginiana",,FRAVIR,native,2,1,forb,perennial,"wild strawberry"
"Fragaria x ananassa",,FRAANA,non-native,0,5,forb,perennial,"cultivated strawberry"
"Frasera caroliniensis",,FRACAR,native,8,5,forb,biennial,"american columbo"
"Fraxinus americana",,FRAAMC,native,4,3,tree,perennial,"white ash"
"Fraxinus nigra",,FRANIG,native,8,-4,tree,perennial,"black ash"
"Fraxinus pennsylvanica",,FRAPEP,native,5,-3,tree,perennial,"red ash"
"Fraxinus pennsylvanica v. subintegerrima",,FRAPES,native,2,-3,tree,perennial,"green ash"
"Fraxinus profunda",,FRAPRO,native,8,-5,tree,perennial,"pumpkin ash"
"Fraxinus quadrangulata",,FRAQUA,native,6,5,tree,perennial,"blue ash"
"Froelichia floridana v. campestris",,FROFLO,native,5,5,forb,annual,cottonweed
"Froelichia gracilis",,FROGRA,non-native,0,5,forb,annual,cottonweed
"Fuirena scirpoidea",,FUISCI,non-native,0,-5,sedge,perennial,"umbrella grass"
"Fumaria officinalis",,FUMOFF,non-native,0,5,forb,annual,fumitory
"Gaillardia aestivalis",,GAIAES,native,10,5,forb,biennial,"perennial gaillardia"
"Gaillardia aristata",,GAIARI,non-native,0,5,forb,perennial,"common perennial gaillardia"
"Gaillardia pulchella",,GAIPUL,non-native,0,5,forb,annual,firewheels
"Galactia mohlenbrockii",,GALMOH,native,7,5,vine,perennial,"boykins dioclea"
"Galactia regularis",,GALREG,native,7,5,vine,perennial,"milk pea"
"Galearis spectabilis",,GALSPE,native,7,5,forb,perennial,"showy orchis"
"Galeopsis ladanum",,GALLAD,non-native,0,5,forb,annual,"red hemp nettle"
"Galeopsis tetrahit",,GALTET,non-native,0,5,forb,annual,"common hemp nettle"
"Galinsoga parviflora",,GALPAR,non-native,0,5,forb,annual,"smooth peruvian daisy"
"Galinsoga quadriradiata",,GALQUA,non-native,0,5,forb,annual,"peruvian daisy"
"Galium aparine",,GALAPA,native,0,3,forb,annual,"annual bedstraw"
"Galium asprellum",,GALASP,native,7,-5,forb,perennial,"rough bedstraw"
"Galium boreale",,GALBOR,native,7,0,forb,perennial,"northern bedstraw"
"Galium circaezans",,GALCIR,native,4,4,forb,perennial,"wild licorice"
"Galium concinnum",,GALCON,native,4,3,forb,perennial,"shining bedstraw"
"Galium labradoricum",,GALLAB,native,10,-5,forb,perennial,"bog bedstraw"
"Galium lanceolatum",,GALLAN,native,10,5,forb,perennial,"lance-leaved wild licorice"
"Galium mollugo",,GALMOL,non-native,0,5,forb,perennial,"white bedstraw"
"Galium obtusum",,GALOBT,native,5,-4,forb,perennial,"wild madder"
"Galium pedemontanum",,GALPED,non-native,0,5,forb,annual,"foothill bedstraw"
"Galium pilosum",,GALPIL,native,7,5,forb,perennial,"hairy bedstraw"
"Galium tinctorium",,GALTIN,native,6,-5,forb,perennial,"stiff bedstraw"
"Galium trifidum",,GALTRU,native,10,-4,forb,perennial,"small bedstraw"
"Galium triflorum",,GALTRO,native,4,2,forb,perennial,"sweet-scented bedstraw"
"Galium verum",,GALVER,non-native,0,5,forb,perennial,"yellow bedstraw"
"Galium virgatum",,GALVIR,native,10,5,forb,annual,"dwarf bedstraw"
"Gaultheria procumbens",,GAUPRO,native,9,3,shrub,perennial,checkerberry
"Gaura biennis",,GAUBIE,native,2,4,forb,biennial,"biennial gaura"
"Gaura filipes",,GAUFIL,native,5,5,forb,perennial,"slender gaura"
"Gaura longiflora",,GAULON,native,5,5,forb,biennial,"common gaura"
"Gaura parviflora",,GAUPAR,non-native,0,5,forb,biennial,"small-flowered gaura"
"Gaylussacia baccata",,GAYBAC,native,8,3,shrub,perennial,"black huckleberry"
"Gentiana alba",,GENALB,native,9,3,forb,perennial,"pale gentian"
